"Red1(red1)","Green1(green1)","Blue1(blue1)","Alpha1(alpha1)","Distance1(distance1)"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.270867532638587"
"235","921","689","615","18.270867532638587"
"235","921","689","615","18.270867532638587"
"235","921","689","615","18.270867532638587"
"235","921","689","615","18.270867532638587"
"235","921","689","615","18.270867532638587"
"235","921","689","615","18.270867532638587"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.161309611654573"
"235","921","689","615","18.161309611654573"
"235","922","691","616","18.161309611654573"
"235","922","691","616","18.161309611654573"
"235","922","691","616","18.161309611654573"
"235","922","691","616","18.161309611654573"
"235","922","691","616","18.161309611654573"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.438109259292936"
"235","922","691","615","18.438109259292936"
"235","921","689","615","18.438109259292936"
"235","921","689","615","18.438109259292936"
"235","921","689","615","18.438109259292936"
"235","921","689","615","18.438109259292936"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.35404706015094"
"235","921","689","615","18.243334665864595"
"235","921","689","615","18.243334665864595"
"235","922","691","616","18.243334665864595"
"235","922","691","616","18.243334665864595"
"235","922","691","616","18.243334665864595"
"235","922","691","616","18.243334665864595"
"235","922","691","616","18.381968995585243"
"235","922","691","616","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.381968995585243"
"235","921","689","615","18.326223196629392"
"235","921","689","615","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.466328686426127"
"235","922","691","616","18.466328686426127"
"235","922","691","616","18.466328686426127"
"235","922","691","616","18.466328686426127"
"235","922","691","616","18.466328686426127"
"235","922","691","616","18.466328686426127"
"235","922","691","616","18.466328686426127"
"235","922","691","616","18.494648383270977"
"235","922","691","616","18.494648383270977"
"235","921","689","615","18.494648383270977"
"235","921","689","615","18.494648383270977"
"235","921","689","615","18.494648383270977"
"235","921","689","615","18.494648383270977"
"235","921","689","615","18.494648383270977"
"235","921","689","615","18.409989546180512"
"235","921","689","615","18.409989546180512"
"235","921","689","615","18.409989546180512"
"235","921","689","615","18.409989546180512"
"235","921","689","615","18.409989546180512"
"235","921","689","615","18.409989546180512"
"235","921","689","615","18.409989546180512"
"235","921","689","615","18.326223196629392"
"235","921","689","615","18.326223196629392"
"235","921","689","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
"235","922","691","616","18.326223196629392"
