"Red","Green","Blue","Alpha","Distance"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3258","6.357584495013662"
"2422","2715","4639","3258","6.357584495013662"
"2422","2715","4639","3258","6.357584495013662"
"2422","2715","4639","3258","6.357584495013662"
"2422","2715","4639","3258","6.357584495013662"
"2422","2715","4639","3258","6.357584495013662"
"2422","2715","4639","3258","6.357584495013662"
"2422","2715","4639","3258","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3260","6.357584495013662"
"2422","2717","4642","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2714","4637","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2420","2714","4636","3256","6.357584495013662"
"2420","2714","4636","3256","6.357584495013662"
"2420","2714","4636","3256","6.357584495013662"
"2420","2714","4636","3256","6.357584495013662"
"2420","2714","4636","3256","6.357584495013662"
"2420","2714","4636","3256","6.357584495013662"
"2421","2713","4636","3256","6.357584495013662"
"2421","2713","4636","3256","6.357584495013662"
"2421","2713","4636","3256","6.357584495013662"
"2421","2713","4636","3256","6.357584495013662"
"2421","2713","4636","3256","6.357584495013662"
"2421","2713","4636","3256","6.357584495013662"
"2421","2713","4636","3256","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2714","4636","3257","6.357584495013662"
"2421","2716","4636","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4639","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2716","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2422","2717","4640","3259","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2715","4637","3257","6.357584495013662"
"2421","2714","4637","3257","6.357584495013662"
"2421","2714","4637","3257","6.357584495013662"
"2421","2714","4637","3257","6.357584495013662"
"2421","2714","4637","3257","6.357584495013662"
"2421","2714","4637","3257","6.357584495013662"
"2421","2714","4637","3257","6.357584495013662"
"2421","2714","4637","3257","6.357584495013662"
"2421","2714","4637","3250","6.357584495013662"
"2416","2707","4628","3250","6.357584495013662"
"2416","2707","4628","3250","6.357584495013662"
"2416","2707","4628","3250","6.357584495013662"
"2416","2707","4628","3250","6.357584495013662"
"2416","2707","4628","3250","6.357584495013662"
"2416","2707","4628","3250","6.357584495013662"
"2416","2707","4628","3250","6.357584495013662"
"2416","2707","4628","3250","6.357584495013662"
"2408","2695","4609","3237","6.357584495013662"
"2408","2695","4609","3237","6.357584495013662"
"2408","2695","4609","3237","6.357584495013662"
"2408","2695","4609","3237","6.357584495013662"
"2408","2695","4609","3237","6.357584495013662"
"2408","2695","4609","3237","6.357584495013662"
"2408","2695","4609","3237","6.357584495013662"
